user_id,recipe_id,rating,u,i,is_rating_above_aveage,
198154,329190,4,395,174833,1,Training
138861,120839,0,400,176973,0,Training
102058,245761,4,404,177551,1,Training
381180,500190,5,420,178164,1,Training
479694,21220,2,429,116281,0,Training
1197624,241380,2,451,150751,0,Training
435094,203833,4,12621,48387,1,Training
28177,339391,5,461,177649,1,Training
56003,392411,5,462,178234,1,Training
265954,350049,4,464,163260,1,Training
166475,68631,4,467,175460,1,Training
152946,124417,2,469,167,0,Training
88099,50804,4,470,178260,1,Training
191533,229513,4,473,170788,1,Training
860079,370184,5,476,178017,1,Training
89549,350998,5,477,175264,1,Training
422893,239587,5,484,177455,1,Training
590105,185154,4,486,175421,1,Training
168896,249199,5,487,176205,1,Training
359395,249199,5,8766,176205,1,Training
470447,8690,5,15746,147357,1,Training
446523,213429,4,497,176223,1,Training
464080,171138,3,498,177711,0,Training
453440,378695,5,500,153186,1,Training
58538,77198,5,509,144419,1,Training
25792,48394,5,514,177341,1,Training
171303,117268,5,516,175028,1,Training
335737,205692,5,517,175648,1,Training
430663,150600,5,521,86778,1,Training
215898,76358,5,523,177229,1,Training
515964,144367,4,524,83490,1,Training
650938,347814,4,528,47066,1,Training
520002,455540,5,531,62385,1,Training
251626,157994,4,532,169712,1,Training
169969,124656,5,533,177742,1,Training
1477212,200871,5,534,112302,1,Training
317606,207519,5,537,173025,1,Training
2156777,18052,5,549,174351,1,Training
95743,110770,5,552,178175,1,Training
310874,168940,5,553,26707,1,Training
176843,193627,4,555,149577,1,Training
324993,9284,5,556,154473,1,Training
377581,149367,4,557,174436,1,Training
863904,387364,3,559,70544,0,Training
377070,297525,5,563,169931,1,Training
199848,373585,5,564,178197,1,Training
86855,61443,5,572,113990,1,Training
140806,178270,4,573,162306,1,Training
540142,248258,5,582,168891,1,Training
237123,179826,0,584,175146,0,Training
371105,318432,3,589,88159,0,Training
130728,60303,5,10324,172190,1,Training
873008,493883,5,592,92450,1,Training
43642,50851,5,593,174115,1,Training
156034,102310,4,599,175819,1,Training
220166,179686,4,600,177834,1,Training
1967997,431022,3,601,164245,0,Training
268973,179364,5,603,169205,1,Training
895154,173410,5,16674,44937,1,Training
360127,30280,4,606,70858,1,Training
1034569,337073,4,611,167606,1,Training
329753,387559,4,614,172151,1,Training
141980,125756,5,615,173984,1,Training
545825,429687,5,621,177578,1,Training
177933,172633,5,623,171606,1,Training
623399,222401,4,624,168052,1,Training
67656,153500,5,629,177810,1,Training
211184,432730,5,630,178248,1,Training
270370,237140,5,635,153251,1,Training
437727,340242,5,640,177278,1,Training
2574795,466974,4,641,156704,1,Training
331557,167078,5,645,174967,1,Training
326297,167078,4,17197,174967,1,Training
226145,396461,5,647,176077,1,Training
1398656,161684,4,648,141337,1,Training
1667251,216691,5,649,103184,1,Training
1171065,216691,5,23461,103184,1,Training
131349,60076,5,650,167737,1,Training
384918,102302,5,652,171258,1,Training
328048,455434,5,653,172077,1,Training
1226388,503333,5,654,149882,1,Training
21443,147100,5,659,177522,1,Training
151547,60112,5,661,171902,1,Training
173314,122820,5,663,170003,1,Training
306106,220692,2,664,177334,0,Training
1230562,361575,4,668,170994,1,Training
623290,102470,4,20235,150518,1,Training
239808,170168,5,672,167861,1,Training
65197,231202,5,673,176651,1,Training
278516,144946,5,676,172953,1,Training
358015,148073,5,22207,45459,1,Training
41767,10730,5,678,48483,1,Training
1041886,285602,5,684,144741,1,Training
1795171,285602,2,20001,144741,0,Training
41218,134504,4,690,174013,1,Training
13593,252892,5,693,178184,1,Training
46545,78619,0,699,175562,0,Training
120849,78619,5,3269,175562,1,Training
749562,101842,5,705,151528,1,Training
141972,230412,5,706,150952,1,Training
311625,339336,4,708,174063,1,Training
439797,367370,5,710,172421,1,Training
2388839,367370,5,23686,172421,1,Training
28636,191220,5,711,178231,1,Training
1048179,304186,5,713,177186,1,Training
1396309,320281,5,715,145097,1,Training
307214,496794,5,716,174456,1,Training
515278,343831,5,718,176599,1,Training
464333,402235,5,722,175642,1,Training
289308,402235,5,7111,175642,1,Training
54716,149739,3,724,171048,0,Training
526666,481913,5,727,178210,1,Training
618715,268933,4,729,172411,1,Training
303545,161756,4,731,172631,1,Training
346576,291381,5,732,173691,1,Training
363420,282009,5,733,160413,1,Training
477439,393783,3,737,154483,0,Training
288218,177774,4,742,176475,1,Training
196296,130863,5,746,176318,1,Training
217226,136732,4,747,171148,1,Training
328077,328595,5,748,144450,1,Training
237330,105526,5,749,168118,1,Training
294700,132608,5,750,175060,1,Training
295863,132608,4,11628,175060,1,Training
269891,148583,4,751,166059,1,Training
318822,115464,5,22747,175293,1,Training
159243,143528,4,757,145734,1,Training
394810,94072,5,761,68694,1,Training
226462,41078,5,770,177898,1,Training
383853,393324,5,771,177436,1,Training
49561,14129,0,772,167212,0,Training
314280,14129,4,23229,167212,1,Training
632249,510745,4,775,178154,1,Training
178742,289924,5,800,165524,1,Training
951955,140077,5,804,124149,1,Training
244264,65259,5,806,95833,1,Training
51501,38707,4,813,176211,1,Training
634323,320079,3,815,176996,0,Training
486725,202938,5,816,177744,1,Training
738401,75441,4,818,176028,1,Training
207176,161904,0,819,177917,0,Training
1675225,412065,4,821,143409,1,Training
375111,107203,4,822,171579,1,Training
571739,147280,4,823,150549,1,Training
356062,320346,5,824,175910,1,Training
58931,420745,5,826,177719,1,Training
52282,282680,5,829,177736,1,Training
37215,3335,4,838,112248,1,Training
58407,18687,4,840,175628,1,Training
86627,105924,4,841,172420,1,Training
250238,262845,5,847,165542,1,Training
55729,383626,0,848,176521,0,Training
248008,84048,5,3818,163123,1,Training
68884,110741,3,852,167172,0,Training
103876,64557,5,857,174953,1,Training
418071,251050,5,859,150431,1,Training
480441,280657,5,862,155274,1,Training
452210,96998,5,864,155557,1,Training
696386,130912,5,869,75165,1,Training
715957,485228,5,872,41553,1,Training
874900,253928,4,875,166385,1,Training
1231301,323953,4,876,129918,1,Training
876090,302853,5,880,111269,1,Training
714171,352375,5,882,84779,1,Training
1191030,376539,4,883,138368,1,Training
717914,307856,3,885,117523,0,Training
1028382,240847,1,887,99526,0,Training
291378,45884,5,893,178211,1,Training
186802,303498,5,894,174588,1,Training
53002,125720,5,899,151318,1,Training
397051,125720,5,24830,151318,1,Training
175492,134848,5,900,177165,1,Training
223854,385786,5,902,175787,1,Training
284897,209582,5,903,174623,1,Training
67728,294555,5,909,178144,1,Training
250920,39773,4,915,172040,1,Training
321371,277163,5,916,163657,1,Training
1142804,244983,5,917,57933,1,Training
713116,271049,4,923,168431,1,Training
110078,120311,5,924,151089,1,Training
130663,137101,5,926,176498,1,Training
1221074,380318,5,928,69436,1,Training
163112,116060,5,929,178157,1,Training
161747,31171,5,930,141258,1,Training
189643,90362,5,931,174068,1,Training
37107,204199,3,935,76730,0,Training
214855,268786,5,936,178100,1,Training
112064,115178,5,7492,4300,1,Training
261366,76234,5,939,15943,1,Training
309581,76234,5,15430,15943,1,Training
323933,308729,3,943,20233,0,Training
424333,203861,4,947,166226,1,Training
344231,248830,4,948,175586,1,Training
1206909,337768,5,952,173327,1,Training
1905458,438082,5,953,96549,1,Training
1506667,438082,5,22757,96549,1,Training
2384579,236780,4,954,155222,1,Training
890853,314038,0,957,162328,0,Training
361069,242415,5,958,169969,1,Training
206385,164846,5,959,91282,1,Training
870840,414617,4,962,138551,1,Training
451456,323752,5,964,176316,1,Training
396078,293414,3,969,172343,0,Training
14000,202046,5,970,150054,1,Training
717058,202046,5,16618,150054,1,Training
125266,306759,1,972,129686,0,Training
221624,25256,4,973,176846,1,Training
32643,25256,4,17133,176846,1,Training
99785,41753,3,974,83655,0,Training
60575,10042,5,975,85183,1,Training
258528,214441,5,977,163605,1,Training
354675,469148,5,979,175121,1,Training
695933,351233,5,981,177352,1,Training
248772,150843,5,982,19793,1,Training
678456,72314,3,983,164601,0,Training
101153,424959,5,987,166871,1,Training
122878,313128,0,989,152095,0,Training
146187,222905,5,994,172648,1,Training
123865,79884,5,1000,92315,1,Training
29405,23810,5,1001,174879,1,Training
441833,23810,1,12256,174879,0,Training
118504,70529,3,9329,156813,0,Training
166711,158175,5,1006,160816,1,Training
229158,158175,5,25074,160816,1,Training
709548,212526,4,1020,163955,1,Training
68605,51604,5,1021,147196,1,Training
1418504,373260,4,1023,129297,1,Training
884411,123531,5,1026,55492,1,Training
768828,199167,3,1027,173716,0,Training
1616592,391032,4,1031,166740,1,Training
104295,141361,3,1035,177761,0,Training
579298,301060,5,1037,161803,1,Training
487279,136858,4,1041,177675,1,Training
205783,106022,5,1042,172487,1,Training
57437,258136,5,1044,165620,1,Training
93726,468445,4,1045,155339,1,Training
407625,152225,5,1047,161318,1,Training
199418,43951,5,1052,169480,1,Training
78864,55158,4,18843,62914,1,Training
1856666,201895,5,1053,111533,1,Training
165933,120294,5,1054,178183,1,Training
1900559,527547,4,1057,174054,1,Training
68526,254827,5,1058,177174,1,Training
1157312,336704,3,1060,170128,0,Training
8000,7804,5,1063,143444,1,Training
7308,32109,0,1064,123178,0,Training
185105,65038,5,1068,174172,1,Training
175574,145590,5,1069,164134,1,Training
71324,196753,5,1070,175035,1,Training
425154,101949,4,1076,173801,1,Training
485109,380693,0,1078,162595,0,Training
542060,261461,5,1079,3951,1,Training
74904,186116,5,1081,166228,1,Training
1060667,488794,5,1084,177779,1,Training
56463,23854,5,1091,177880,1,Training
328235,177317,4,1093,125255,1,Training
1375688,417624,5,1103,378,1,Training
57256,68805,4,1106,175720,1,Training
330937,179276,4,1108,173215,1,Training
54271,104730,5,1111,178194,1,Training
116401,117640,5,1113,173760,1,Training
246293,108361,3,1115,125497,0,Training
308889,168189,5,1118,121148,1,Training
529278,108758,5,1121,162025,1,Training
363055,144819,5,1124,168664,1,Training
853067,366881,5,1125,175288,1,Training
283390,44834,5,1128,176109,1,Training
936577,110723,5,1129,108672,1,Training
60716,390977,4,1130,176658,1,Training
457625,237764,5,1132,30560,1,Training
371126,150411,5,1135,149168,1,Training
360369,329206,0,1138,174166,0,Training
839492,85232,5,1139,173628,1,Training
104870,85232,5,9196,173628,1,Training
55461,41612,5,1143,147129,1,Training
1333172,424323,5,1144,126266,1,Training
319738,166166,5,1145,150872,1,Training
228742,149584,5,1146,166868,1,Training
740120,262530,0,1148,143651,0,Training
256795,137078,5,1149,172359,1,Training
1365025,325634,5,1150,176504,1,Training
394617,244997,1,1151,175959,0,Training
385999,205578,5,1152,174808,1,Training
343028,360927,5,1153,174754,1,Training
363888,191839,5,1154,167077,1,Training
549669,213553,4,1155,154353,1,Training
47559,504659,5,1157,178068,1,Training
746803,424875,4,1158,175430,1,Training
69161,96468,5,1163,176818,1,Training
233319,96468,4,20477,176818,1,Training
832019,251934,4,1165,145484,1,Training
729254,322753,5,1167,134708,1,Training
1167599,316520,0,1168,130062,0,Training
315565,455110,5,1170,176632,1,Training
84386,33099,3,1171,163444,0,Training
231198,289546,4,1172,174330,1,Training
394085,201401,5,1175,177987,1,Training
85309,217836,5,1176,173689,1,Training
142386,255508,5,1197,166693,1,Training
1355934,103648,5,1199,178029,1,Training
1020526,370337,5,1201,168823,1,Training
202432,97089,0,1205,175274,0,Training
281208,14905,3,9126,168801,0,Training
15572,15371,4,1206,171073,1,Training
387646,198626,5,18820,159766,1,Training
531310,298188,5,1211,171282,1,Training
354758,446209,0,1214,102106,0,Training
316809,421718,4,1219,174371,1,Training
1142897,443909,5,1220,130505,1,Training
111899,373931,5,1222,171431,1,Training
161825,373931,5,7624,171431,1,Training
623331,302498,5,1223,171823,1,Training
484436,406032,5,1224,156742,1,Training
199792,395810,5,1225,177927,1,Training
583577,125161,5,1226,159035,1,Training
126032,105535,5,1228,168896,1,Training
1521931,258113,5,21675,173015,1,Training
646304,245007,5,1233,149527,1,Training
139962,124607,5,1235,118398,1,Training
373020,434506,5,1236,172495,1,Training
221044,204677,4,1238,126814,1,Training
117440,83583,4,1242,149116,1,Training
459415,169243,5,1246,70186,1,Training
608913,168688,5,1247,112584,1,Training
374520,125357,5,1248,160262,1,Training
488441,479395,4,1249,173213,1,Training
469831,263745,5,1251,176721,1,Training
44393,19910,3,1252,138374,0,Training
168037,398695,5,1254,151128,1,Training
1052871,19011,0,21075,176386,0,Training
236470,139504,5,1255,177183,1,Training
916115,404754,3,1256,17802,0,Training
99325,107791,5,1257,173706,1,Training
172369,49989,5,1258,177974,1,Training
95241,171679,4,1260,168885,1,Training
465829,281907,4,1262,176724,1,Training
463435,143144,5,1265,177564,1,Training
212497,180007,5,1268,175718,1,Training
341142,181033,5,1269,174958,1,Training
357358,48756,4,1272,175914,1,Training
477411,359196,4,1273,178126,1,Training
341170,386980,5,1275,178066,1,Training
518581,159843,1,1276,176446,0,Training
65502,199368,5,1279,177246,1,Training
444622,56943,5,1282,177802,1,Training
258285,171293,4,1283,172027,1,Training
169663,171293,5,23529,172027,1,Training
38218,27432,5,1284,173650,1,Training
1628676,271741,5,9490,153570,1,Training
448911,200760,5,1286,159478,1,Training
81611,22869,3,1287,173758,0,Training
69904,220779,3,1290,162538,0,Training
146741,186345,5,1292,60772,1,Training
243866,186345,5,20721,60772,1,Training
650373,120196,0,1294,176029,0,Training
244913,58066,3,1296,154653,0,Training
630318,260903,5,1299,174874,1,Training
1052873,494101,5,1300,177769,1,Training
168462,308241,5,1304,178148,1,Training
170271,210161,3,1305,172197,0,Training
1283421,391785,4,1306,168428,1,Training
271119,145549,5,1308,164648,1,Training
723491,15209,5,1310,156417,1,Training
768039,336239,5,1311,177730,1,Training
391666,78631,5,1314,150218,1,Training
494867,501322,5,1316,177597,1,Training
1806667,430718,5,1317,174188,1,Training
80778,102676,5,1318,147922,1,Training
66549,397712,5,1322,175253,1,Training
299608,207349,5,1324,172615,1,Training
338539,374176,4,1325,172922,1,Training
478260,115978,5,1326,166513,1,Training
412847,218468,5,1328,165405,1,Training
115065,65165,4,1329,130157,1,Training
1302255,263568,5,1332,137443,1,Training
353379,189035,4,1333,171529,1,Training
1269015,260305,4,1336,175190,1,Training
772128,97608,0,1338,123217,0,Training
279952,183290,5,1340,122835,1,Training
1870301,230377,3,1341,76797,0,Training
62562,210912,5,1342,175799,1,Training
303427,103194,5,1344,175815,1,Training
727055,328606,5,1346,176810,1,Training
65634,43491,5,1348,152288,1,Training
463845,81084,5,1350,172122,1,Training
1609858,190229,3,1351,177912,0,Training
1227563,39621,5,1352,150198,1,Training
122235,83802,4,1353,171089,1,Training
463858,243594,4,1355,175386,1,Training
932192,392122,5,1358,157288,1,Training
196038,77140,4,1359,171038,1,Training
49163,441758,0,1362,155529,0,Training
1152761,162224,5,1365,136698,1,Training
43005,24206,4,1370,45739,1,Training
68727,53640,4,1373,147013,1,Training
119422,113005,3,1375,177879,0,Training
21399,44021,3,1376,128848,0,Training
706608,304549,3,1379,175415,0,Training
233738,117716,5,1380,7595,1,Training
49542,252482,4,1381,175036,1,Training
222139,160718,5,1382,174855,1,Training
27416,72988,5,1386,174463,1,Training
185446,482831,5,1390,176904,1,Training
199213,293712,5,1391,172896,1,Training
476143,11925,5,1396,162598,1,Training
437974,277396,5,1400,119984,1,Training
164674,252947,5,1401,125654,1,Training
134124,121904,5,1402,59469,1,Training
818606,235685,4,1404,74931,1,Training
904483,309978,0,1409,168876,0,Training
452921,191403,5,1414,161360,1,Training
1271713,354318,5,1415,150968,1,Training
1049139,282282,3,1416,161704,0,Training
39864,45138,4,1421,136739,1,Training
180956,311595,5,1422,92781,1,Training
126272,81393,3,1423,169614,0,Training
9580,48071,5,1424,176771,1,Training
207907,184069,5,1426,166084,1,Training
443203,208704,5,1428,6871,1,Training
151638,90345,3,1429,132661,0,Training
420968,183266,4,1430,142609,1,Training
1617537,387009,4,1432,170729,1,Training
1620171,464380,5,1438,176339,1,Training
1706426,394794,5,1443,177800,1,Training
804550,320980,5,1444,177763,1,Training
51756,296310,5,1450,120064,1,Training
316094,325954,5,1453,172793,1,Training
56670,62097,5,1455,140022,1,Training
96995,55541,5,1457,113604,1,Training
358836,205068,4,1461,174798,1,Training
111520,229578,4,1462,178243,1,Training
333017,409805,5,1463,178131,1,Training
622025,359970,0,6746,145993,0,Training
1108749,353819,5,1464,166468,1,Training
587978,426489,5,1468,164753,1,Training
463763,259207,0,1469,165160,0,Training
412147,358418,5,1470,166546,1,Training
415204,154007,5,1473,175821,1,Training
177440,74920,5,1477,169807,1,Training
651118,216742,4,1478,175979,1,Training
1604084,422931,5,1485,134016,1,Training
432411,327241,5,1488,66249,1,Training
60231,64584,5,1493,174966,1,Training
114027,315739,4,1495,177825,1,Training
26278,53719,5,1496,176463,1,Training
75846,66946,5,1497,124303,1,Training
50445,65215,4,1498,104211,1,Training
72489,131368,5,1499,170058,1,Training
289443,131368,5,13722,170058,1,Training
779699,367136,5,1502,175706,1,Training
491437,266587,3,1505,171332,0,Training
365191,446028,4,1507,37955,1,Training
26451,352923,3,1510,168225,0,Training
343262,474598,0,1511,173674,0,Training
47175,235120,5,1512,177709,1,Training
196156,85642,5,1514,166285,1,Training
23960,74310,5,23998,92256,1,Training
174991,203983,5,1523,172470,1,Training
507160,254391,0,1525,175809,0,Training
1269180,257796,4,1526,178264,1,Training
185293,133896,4,1529,160148,1,Training
290985,334186,5,1531,68004,1,Training
559283,158530,5,1534,165651,1,Training
173880,283256,5,1535,176765,1,Training
801264,163491,5,1537,170815,1,Training
117438,86629,5,1539,177424,1,Training
164890,150183,2,1541,176776,0,Training
478175,59797,5,1545,173774,1,Training
698495,179679,5,1549,154599,1,Training
1813203,434273,4,1556,83540,1,Training
140008,393064,4,1557,177215,1,Training
97901,135726,4,1558,178240,1,Training
134289,47004,5,1560,148656,1,Training
175985,416584,4,1561,165707,1,Training
74342,316715,4,1563,165636,1,Training
841067,151186,1,3717,144907,0,Training
528468,235833,5,1564,164011,1,Training
14144,95235,3,12300,163620,0,Training
678857,315513,4,1565,169826,1,Training
149043,59484,5,1566,168216,1,Training
71460,19780,5,1567,125774,1,Training
605921,211414,2,1568,174766,0,Training
57042,376593,4,1569,175933,1,Training
219318,188756,4,1573,176155,1,Training
100026,130320,5,1574,157762,1,Training
795588,288653,5,1577,177177,1,Training
449500,287078,5,1579,69562,1,Training
1084164,10536,4,1580,140900,1,Training
831114,342128,4,1581,156906,1,Training
2210022,4915,5,1585,97722,1,Training
29268,193726,5,1586,145588,1,Training
600761,357886,4,1588,170209,1,Training
306951,502049,5,1592,162024,1,Training
439174,417127,5,1593,70359,1,Training
159398,288142,4,1594,152037,1,Training
125458,125203,5,1595,175005,1,Training
326183,139868,5,1596,128020,1,Training
332211,176208,5,1597,176981,1,Training
144897,256321,4,1598,156497,1,Training
143917,406932,4,1601,155061,1,Training
148894,157843,2,1602,113549,0,Training
129333,87112,4,1604,173426,1,Training
271503,87112,5,21382,173426,1,Training
392858,249185,5,1605,90400,1,Training
329251,21949,5,1606,155079,1,Training
528617,331834,5,1608,114416,1,Training
283021,112258,4,1609,95223,1,Training
32772,68840,5,1611,177503,1,Training
315084,248331,5,1612,172802,1,Training
245301,55505,4,1613,99602,1,Training
546021,102356,4,1614,130057,1,Training
212609,389794,4,1618,175756,1,Training
28087,319069,5,1619,175794,1,Training
29956,57931,4,1623,175222,1,Training
43216,47970,5,1624,163158,1,Training
82367,51835,5,1625,169769,1,Training
24386,85310,5,1626,177337,1,Training
22655,204617,2,1628,131121,0,Training
93132,28984,3,1629,133377,0,Training
290298,462380,5,1635,175531,1,Training
402559,349887,5,1637,175903,1,Training
364143,8178,5,1639,126879,1,Training
467148,251946,4,1647,176983,1,Training
474993,255773,0,1648,121467,0,Training
1020416,381764,5,1649,132494,1,Training
769890,378506,3,1650,119382,0,Training
362546,174072,4,1653,123484,1,Training
393305,174072,4,15635,123484,1,Training
851146,190971,4,1656,170351,1,Training
879350,380549,5,1657,103364,1,Training
931663,386610,5,1658,125521,1,Training
976718,97749,5,1660,111302,1,Training
229052,253419,5,1663,178253,1,Training
374662,253419,5,18509,178253,1,Training
82227,461735,5,1664,144224,1,Training
1526343,436954,5,1667,128901,1,Training
21487,15694,5,1668,157556,1,Training
60221,48152,5,1670,175112,1,Training
647466,182966,2,1671,122159,0,Training
25784,24416,3,1672,161769,0,Training
44642,156269,5,1673,177626,1,Training
41706,418151,4,1675,171109,1,Training
37183,48993,5,1676,105451,1,Training
121354,483689,4,1678,140078,1,Training
148323,241389,4,1679,163005,1,Training
370315,332631,3,1681,174258,0,Training
360437,274740,5,1682,177946,1,Training
98170,51397,4,1684,116598,1,Training
91453,75980,5,1685,155334,1,Training
87023,23112,4,1688,177329,1,Training
1193707,295430,2,1689,171259,0,Training
26652,73577,5,1690,158994,1,Training
452606,112929,5,1691,172088,1,Training
182010,59886,5,1692,177938,1,Training
1221917,20311,5,1696,166057,1,Training
31460,20260,4,1698,132701,1,Training
42429,20260,5,17788,132701,1,Training
117396,92353,5,1702,163556,1,Training
763492,288160,5,10354,157796,1,Training
736554,142145,5,1703,173207,1,Training
2597942,292223,4,1704,177407,1,Training
26075,265212,5,1706,158983,1,Training
170159,22413,2,11245,169439,0,Training
27783,258268,5,1709,177321,1,Training
28671,18126,3,1710,170621,0,Training
34687,21717,4,1711,89571,1,Training
66899,53252,3,1721,175003,0,Training
561759,285087,5,19979,93549,1,Training
192972,142824,4,1725,152047,1,Training
720912,454426,0,1730,173625,0,Training
91317,50720,3,1733,170971,0,Training
452045,78728,5,1734,27505,1,Training
211960,113258,5,1735,82146,1,Training
464735,113258,4,3807,82146,1,Training
64667,266655,5,1736,175012,1,Training
143318,260864,4,1737,177184,1,Training
353659,242225,5,1741,166158,1,Training
455010,237002,5,1743,166606,1,Training
283773,105529,3,1744,143181,0,Training
731905,223762,4,1746,79216,1,Training
1113965,18558,5,6120,126050,1,Training
681864,314715,5,1749,149975,1,Training
496803,401369,4,1751,177526,1,Training
274139,144888,4,1752,174332,1,Training
576273,212813,5,1755,175698,1,Training
749060,344999,4,1761,158649,1,Training
644902,142990,4,1763,175161,1,Training
164610,222896,5,1764,175897,1,Training
486888,226022,4,1770,157074,1,Training
2867615,158666,5,10705,79153,1,Training
174722,362602,5,1771,107855,1,Training
356127,110894,5,1772,177030,1,Training
1676,136683,5,1775,159319,1,Training
104600,116411,5,1776,173181,1,Training
64682,50636,5,1777,156116,1,Training
168581,60393,5,1778,138621,1,Training
226892,134573,5,1780,173439,1,Training
186071,136019,3,1782,149322,0,Training
361170,66143,4,1784,65157,1,Training
52037,301469,5,1785,76011,1,Training
153188,89263,5,1790,173882,1,Training
50141,199742,5,1791,170598,1,Training
719083,299163,5,1795,177750,1,Training
609933,257029,5,1798,140546,1,Training
1029096,20405,4,1801,104053,1,Training
55785,20405,5,7711,104053,1,Training
136438,20405,5,20330,104053,1,Training
481060,120299,4,1802,132398,1,Training
1415433,394607,5,1803,129542,1,Training
906665,154622,3,1804,160909,0,Training
376986,224467,1,1806,155025,0,Training
110135,22805,5,1812,172517,1,Training
226372,188669,5,1813,169232,1,Training
128945,242753,5,1814,167190,1,Training
328909,127729,3,1816,165755,0,Training
58404,20276,4,1817,131226,1,Training
170747,20276,5,17553,131226,1,Training
1751843,326439,5,1818,155228,1,Training
394592,428698,5,1819,173161,1,Training
302905,76999,5,1820,83927,1,Training
268501,74304,3,1821,170960,0,Training
76951,261785,5,1822,176722,1,Training
936601,462297,5,1824,175563,1,Training
1378827,229852,0,1825,139805,0,Training
22642,43073,0,1826,172863,0,Training
214008,200225,5,1827,176434,1,Training
513230,390917,4,1828,174558,1,Training
169750,325837,4,1829,84932,1,Training
1800137054,269178,5,1830,65290,1,Training
13796,116817,5,1831,177827,1,Training
192264,179893,5,1832,176450,1,Training
594620,454867,5,1833,176685,1,Training
797486,236725,5,1835,170916,1,Training
204116,338026,0,1837,128733,0,Training
461724,252966,3,1838,175287,0,Training
55655,77126,4,1839,167748,1,Training
1163252,43700,5,1840,31506,1,Training
571308,254821,5,1842,177485,1,Training
169443,199639,5,1846,136627,1,Training
295704,175916,5,1849,165982,1,Training
253974,160187,5,1853,177273,1,Training
161282,36348,5,1855,156426,1,Training
312455,80179,5,1856,170641,1,Training
568297,263460,5,1857,158123,1,Training
517144,236696,5,1859,165764,1,Training
1360121,390339,5,1860,162986,1,Training
249519,176709,5,1861,171179,1,Training
302293,176709,4,22917,171179,1,Training
355702,194776,5,1862,151864,1,Training
289680,155817,5,1863,175165,1,Training
138174,443837,5,1864,164722,1,Training
220023,256473,5,1866,115066,1,Training
544202,223905,5,1868,88086,1,Training
281257,223905,5,19625,88086,1,Training
291568,177937,0,1870,155868,0,Training
26584,38826,3,1871,131617,0,Training
57500,199416,5,1872,128781,1,Training
248287,398515,5,1873,164638,1,Training
176574,68220,5,1874,128288,1,Training
