user_id,recipe_id,date,u,i,is_rating_above_average,
684177,199692,12/29/2007,5922,147774,1,Validation
196388,17064,12/5/2007,5923,171703,1,Validation
718699,233006,5/20/2011,5926,148676,1,Validation
963993,156520,12/10/2009,5927,78173,0,Validation
21730,18428,1/31/2002,5930,175553,1,Validation
10802,16933,7/11/2004,5931,157029,1,Validation
126377,179034,1/19/2007,5933,18435,1,Validation
366943,148075,5/3/2007,5934,171013,1,Validation
806478,148075,5/4/2009,7164,171013,1,Validation
235769,126285,8/3/2007,5935,170548,1,Validation
281701,172841,8/25/2007,5936,161712,1,Validation
516275,234015,6/19/2007,5937,151992,1,Validation
38865,58999,1/5/2004,5940,123520,1,Validation
207436,209148,2/12/2007,5941,69832,1,Validation
194993,95040,10/28/2007,5943,173847,0,Validation
172467,218236,10/25/2007,5945,165649,1,Validation
152017,24148,4/24/2008,8772,61298,1,Validation
169918,125548,6/12/2005,5949,18975,1,Validation
104588,91117,4/26/2006,5951,125482,1,Validation
494919,209019,10/18/2007,5952,127006,1,Validation
505643,178385,5/4/2009,5953,118877,1,Validation
626788,183464,2/26/2008,5954,175399,1,Validation
1226586,198350,12/9/2009,5955,129314,0,Validation
401413,198350,11/22/2007,16337,129314,1,Validation
339733,112849,8/15/2008,5956,145457,1,Validation
108488,188570,6/1/2010,5957,138785,1,Validation
471004,444878,1/6/2011,5958,110410,1,Validation
145094,327510,12/4/2009,5959,115841,1,Validation
5929,17351,3/22/2002,5960,93553,1,Validation
28345,54818,3/20/2003,5963,177354,1,Validation
268426,410185,9/7/2010,5965,49121,1,Validation
361996,143024,12/9/2006,5966,123392,1,Validation
67395,8094,8/2/2005,5971,109916,0,Validation
685533,271336,1/27/2008,20399,49632,0,Validation
628588,163083,11/11/2007,5973,95782,1,Validation
434952,243217,8/18/2008,5975,38560,1,Validation
847128,281495,5/25/2008,5977,71987,1,Validation
767712,173871,6/16/2009,5982,117472,1,Validation
1211187,398405,2/15/2010,5989,147467,1,Validation
1328942,253873,8/25/2009,5990,157725,0,Validation
118065,331273,10/22/2008,5991,85312,1,Validation
51664,3047,8/28/2002,5992,33870,0,Validation
607393,283825,2/10/2008,5993,167598,0,Validation
270552,237750,11/5/2008,5994,173394,1,Validation
254339,204734,12/21/2007,5995,159943,1,Validation
2001369655,236178,1/28/2017,5999,45493,1,Validation
251380,134893,11/25/2005,6000,123528,0,Validation
790173,323987,9/15/2008,6002,138684,1,Validation
203989,140445,11/7/2008,22373,165246,1,Validation
345852,226131,5/8/2008,6006,171018,1,Validation
64918,144882,5/7/2006,6008,175846,1,Validation
787784,367279,3/19/2017,6009,159020,1,Validation
213626,106805,5/20/2005,23408,95715,1,Validation
2002144249,239864,7/12/2018,6010,141687,0,Validation
46553,123626,9/25/2007,6011,57702,1,Validation
393402,118871,3/24/2008,6014,126676,1,Validation
714468,407431,1/26/2010,6015,155295,1,Validation
15502,145424,10/6/2006,6017,163832,1,Validation
195977,197425,4/10/2010,6018,162221,1,Validation
1229315,169402,4/5/2011,6020,52590,1,Validation
757287,335380,11/19/2008,6021,99480,0,Validation
94272,51204,2/27/2004,6023,171070,1,Validation
61954,58380,8/18/2003,6025,36152,1,Validation
737333,10950,1/23/2008,6026,36796,0,Validation
99994,235324,2/1/2009,6027,158838,1,Validation
121113,15102,1/9/2011,6034,37638,1,Validation
490200,382654,12/27/2010,6036,157931,1,Validation
438400,382654,9/23/2013,25071,157931,1,Validation
440634,65092,1/17/2009,6037,64144,1,Validation
3205,321021,10/19/2008,6038,172778,1,Validation
237783,239426,7/11/2007,6039,159944,1,Validation
677725,322544,9/23/2008,6040,172477,1,Validation
316765,102002,10/1/2009,6041,164731,1,Validation
225372,137726,9/17/2005,6045,141519,1,Validation
622028,137726,12/24/2007,24721,141519,1,Validation
586878,181877,11/25/2008,6046,19814,1,Validation
1803684521,244914,9/6/2015,6047,83866,1,Validation
353485,330225,9/13/2009,6048,177356,1,Validation
738744,200049,3/24/2008,6049,144910,1,Validation
462716,82210,3/14/2014,6050,19474,0,Validation
1869428,427088,2/22/2012,6051,78279,1,Validation
418458,338037,8/10/2013,6052,139825,1,Validation
221139,338037,8/18/2010,9239,139825,1,Validation
908783,102693,9/17/2008,6055,147786,1,Validation
279140,102693,2/17/2009,23496,147786,1,Validation
852269,156162,12/27/2011,6056,3160,1,Validation
579911,395052,6/16/2010,6063,45105,1,Validation
237715,14527,3/30/2006,6064,169046,1,Validation
2178,9943,8/21/2001,6065,139927,1,Validation
194232,110804,3/15/2005,6066,72689,1,Validation
291980,138999,1/25/2008,6068,16125,1,Validation
316738,138999,6/12/2006,15497,16125,1,Validation
104082,75667,2/11/2004,6069,159834,1,Validation
129008,14117,8/23/2004,6071,116007,0,Validation
634307,119336,9/23/2009,6072,24716,1,Validation
170440,253162,4/12/2008,6073,141866,1,Validation
295324,403171,9/15/2013,6077,177515,1,Validation
1802635187,490171,11/16/2016,6078,147117,1,Validation
1833965,364433,3/25/2011,6080,172713,1,Validation
233194,390040,9/26/2009,6081,176505,1,Validation
306313,223124,3/13/2008,17854,49711,1,Validation
74988,160310,6/3/2009,6083,173597,1,Validation
99164,143755,2/18/2006,6084,113279,1,Validation
814689,257338,4/11/2008,18906,30384,1,Validation
286558,117752,3/4/2007,6085,177066,1,Validation
832773,190633,2/28/2010,6086,6113,1,Validation
253884,238684,11/7/2008,6087,172454,1,Validation
332878,204205,2/24/2007,6089,167010,1,Validation
264440,44807,7/13/2008,6090,131038,1,Validation
750006,327301,9/26/2008,6091,151119,1,Validation
6381,46968,11/24/2005,6092,49644,1,Validation
118623,46968,2/15/2004,12053,49644,1,Validation
82040,342333,12/9/2008,6094,61616,1,Validation
226288,128705,6/3/2006,6098,107809,1,Validation
310178,165881,8/14/2006,6100,154848,1,Validation
863008,353979,6/17/2009,6105,167224,1,Validation
63024,11990,3/25/2005,6107,79586,1,Validation
755285,322245,9/15/2008,6108,163740,1,Validation
220234,318471,2/21/2011,6113,138122,1,Validation
669694,293713,8/17/2009,6114,5832,1,Validation
936684,414058,3/21/2010,6119,14043,1,Validation
769398,311524,10/7/2008,6121,149509,1,Validation
508249,243653,3/26/2008,6125,138120,1,Validation
947743,243653,9/7/2008,19311,138120,1,Validation
852529,82747,1/10/2009,6127,147223,1,Validation
967822,279797,3/9/2010,6128,16802,1,Validation
468204,279797,4/27/2008,15835,16802,1,Validation
1802809977,279797,1/11/2015,15836,16802,0,Validation
59199,23507,2/23/2003,6130,141908,0,Validation
55406,352456,5/6/2009,6134,170273,1,Validation
1510644,407520,3/26/2012,6135,141604,1,Validation
520618,407520,1/19/2010,9653,141604,1,Validation
924744,389600,12/4/2009,6136,75229,1,Validation
335231,389600,11/8/2012,13995,75229,1,Validation
372395,298931,2/17/2009,6138,163555,0,Validation
838632,429154,10/29/2010,6139,98377,1,Validation
296050,363459,4/4/2009,6140,166882,1,Validation
2547780,44994,2/10/2013,6141,12923,1,Validation
2001301427,320842,2/23/2017,6149,83965,0,Validation
66766,81750,6/7/2004,6152,62974,1,Validation
12129,57662,5/2/2003,6154,171941,1,Validation
337472,24317,10/4/2006,6156,106585,1,Validation
24485,496967,12/7/2013,6157,177739,0,Validation
2000607685,358802,3/10/2016,6158,31105,1,Validation
183381,130391,12/3/2006,6159,7259,1,Validation
29431,390893,11/12/2009,6164,134395,1,Validation
64779,75711,6/15/2008,6165,126136,1,Validation
23199,44068,11/6/2002,6169,148817,0,Validation
36056,90537,3/17/2007,6170,151587,1,Validation
95114,79636,1/4/2004,6171,143261,1,Validation
225896,159960,11/1/2006,6172,158394,1,Validation
321078,106504,9/24/2006,6179,136651,1,Validation
579228,225851,12/25/2007,6183,101190,1,Validation
299685,351382,9/29/2009,6184,115514,1,Validation
485151,200522,12/18/2008,6186,159236,1,Validation
348192,261117,10/23/2008,6187,78097,1,Validation
712893,178204,4/4/2009,23486,160764,1,Validation
1149940,369430,7/30/2009,6191,168277,1,Validation
1296803,369430,6/6/2011,14095,168277,1,Validation
594295,369430,5/12/2009,24360,168277,0,Validation
307266,229527,1/22/2009,6192,135225,1,Validation
137743,445964,6/14/2011,6196,177125,1,Validation
817360,407461,1/25/2010,6199,125443,1,Validation
765437,393236,4/18/2010,6201,164004,1,Validation
731468,416623,11/21/2011,6202,143602,1,Validation
143308,104967,3/13/2005,6209,144209,1,Validation
1021327,257783,3/28/2009,24821,115740,1,Validation
1246384,58157,10/2/2010,6211,154027,0,Validation
32411,336565,10/12/2013,6212,164485,0,Validation
242846,110872,12/30/2007,6213,121365,1,Validation
21421,10412,11/24/2004,6216,106347,1,Validation
124662,91483,9/14/2004,6217,61990,0,Validation
18742,80057,1/6/2004,6222,167234,1,Validation
271618,162484,12/8/2007,6223,174864,0,Validation
201972,15446,1/15/2006,6224,145729,1,Validation
175174,105852,12/15/2004,6225,93949,1,Validation
162093,81128,8/13/2005,6226,125023,1,Validation
187202,87805,10/19/2006,6227,13000,1,Validation
749214,238109,2/10/2008,6228,147063,1,Validation
1926335,240668,6/16/2014,6229,146917,1,Validation
85713,358442,4/9/2012,6230,165029,1,Validation
48557,189673,10/28/2006,6233,40707,1,Validation
1803123745,247671,11/15/2014,6236,116419,1,Validation
293016,164260,6/4/2006,6237,162423,1,Validation
256215,315700,8/4/2012,6239,170411,1,Validation
56824,81536,11/21/2004,6241,19664,1,Validation
67335,65078,8/25/2003,6242,169225,1,Validation
129082,33888,10/7/2004,6244,165115,1,Validation
65510,377519,1/1/2010,6246,126300,1,Validation
160555,95129,9/13/2006,6247,94141,1,Validation
19051,102600,11/9/2004,6248,175744,1,Validation
165263,127461,2/6/2006,6249,160789,1,Validation
624167,187669,10/26/2007,6252,159410,1,Validation
647666,311001,7/8/2008,6253,111694,1,Validation
804851,315591,12/22/2008,6256,106950,1,Validation
936998,23290,10/3/2008,6258,158552,1,Validation
297850,101968,3/6/2006,6259,54173,1,Validation
645231,297067,9/7/2009,6261,143021,1,Validation
384959,316119,10/31/2009,6264,165804,0,Validation
656018,330806,3/7/2010,6266,24999,1,Validation
2550554,380696,9/2/2013,6271,93574,1,Validation
1569072,380696,7/2/2013,11242,93574,1,Validation
374891,451277,2/28/2017,6273,71658,1,Validation
2001402443,479196,9/9/2018,6274,77623,1,Validation
137417,205899,2/12/2007,6276,168702,1,Validation
150727,85339,10/5/2006,6277,133824,1,Validation
830606,393493,2/27/2010,6279,125191,1,Validation
1129608,303710,1/14/2009,6280,150382,1,Validation
24230,4696,12/26/2004,6281,12836,1,Validation
62760,4696,12/13/2002,13780,12836,0,Validation
510901,498220,6/16/2014,6282,4161,1,Validation
1127803,56450,1/15/2009,6284,40446,1,Validation
802146,373157,11/10/2010,6285,72939,0,Validation
371350,410116,7/21/2010,6286,144333,0,Validation
597669,271818,10/5/2010,6287,102996,1,Validation
670246,271818,12/14/2007,13986,102996,1,Validation
1335166,271818,10/4/2010,15785,102996,1,Validation
1482967,130129,3/30/2010,6289,151728,0,Validation
1352632,330048,11/11/2012,6293,145335,1,Validation
136378,314959,11/18/2009,6294,37894,1,Validation
87144,55795,7/24/2003,6296,76424,1,Validation
35112,55795,11/16/2004,9079,76424,1,Validation
27982,305047,5/23/2010,6297,170743,1,Validation
457600,76606,5/30/2007,6298,139364,1,Validation
11009,17936,1/16/2007,6299,173064,1,Validation
212929,17936,8/18/2007,14466,173064,1,Validation
1010448,31614,1/24/2012,6300,112769,1,Validation
23102,34187,11/1/2004,6302,161010,1,Validation
55690,45264,2/10/2003,6303,19568,1,Validation
141816,19727,4/5/2007,6305,119790,1,Validation
74987,82290,3/19/2004,8571,162828,1,Validation
100147,73125,11/13/2003,6308,156864,0,Validation
519903,143513,8/20/2007,6309,3281,1,Validation
607168,143513,10/18/2008,6310,3281,1,Validation
1660227,143513,5/5/2011,6311,3281,1,Validation
467492,289033,3/3/2008,6313,109000,1,Validation
146426,214230,12/26/2007,6317,177386,0,Validation
90355,56570,11/21/2003,6321,125623,0,Validation
40961,135043,2/13/2007,6326,129181,1,Validation
227750,110430,3/17/2007,6329,166189,1,Validation
54753,16019,10/15/2002,6330,114726,1,Validation
105804,148169,9/9/2006,6331,160827,0,Validation
382659,259496,1/3/2008,6334,64282,1,Validation
121807,156190,7/30/2007,6335,156292,1,Validation
239847,123420,4/9/2008,6340,29133,1,Validation
119481,34063,6/5/2004,6341,83460,1,Validation
40103,7581,5/24/2002,20800,140043,1,Validation
78232,106126,8/6/2006,6348,143256,0,Validation
357987,207489,1/16/2008,6349,112629,1,Validation
217621,97907,5/31/2006,6351,155256,1,Validation
327920,208848,6/24/2007,6355,170915,1,Validation
1232400,112785,10/3/2009,6358,65467,1,Validation
602503,109298,10/12/2008,10721,113938,1,Validation
744898,341249,8/13/2009,6359,134837,1,Validation
1061628,233092,10/18/2009,6363,171653,1,Validation
265956,114519,3/14/2006,6364,109690,1,Validation
196320,395129,3/15/2011,6365,28366,1,Validation
228153,395129,2/13/2012,19143,28366,1,Validation
247069,156330,1/7/2008,6366,155887,1,Validation
796596,190139,3/20/2008,6370,81309,1,Validation
886603,209993,5/4/2011,6373,81673,1,Validation
640041,148363,7/17/2009,6377,174387,1,Validation
231634,16431,12/25/2008,6379,75913,0,Validation
1612088,317060,7/29/2011,6380,3303,1,Validation
431475,116908,9/29/2013,6382,3309,0,Validation
198140,111644,2/24/2005,6381,56985,1,Validation
445365,241075,5/6/2008,6383,133883,0,Validation
355885,388625,10/10/2010,6384,98681,1,Validation
27911,17220,2/26/2003,6385,152939,1,Validation
934536,349230,2/10/2009,6387,20957,1,Validation
685017,128815,2/8/2010,6388,3321,0,Validation
28811,225772,10/12/2007,6389,15080,1,Validation
715926,180891,1/22/2008,6390,176315,1,Validation
191669,447819,2/26/2011,6391,7254,1,Validation
2287774,390547,6/13/2012,6394,3327,1,Validation
233238,483154,3/11/2016,6395,155033,1,Validation
1305453,364530,9/27/2010,6399,95362,1,Validation
183964,177509,3/11/2007,6401,175247,1,Validation
489929,199665,3/19/2008,6402,176419,1,Validation
410574,261870,12/31/2007,6403,105044,1,Validation
876408,304052,6/11/2009,6404,78328,1,Validation
1326703,304052,7/17/2009,10255,78328,1,Validation
882785,304052,9/17/2008,14198,78328,1,Validation
2000302835,304052,10/26/2015,23122,78328,1,Validation
273514,277205,10/21/2010,6406,153082,0,Validation
269656,20846,1/19/2006,6407,175133,1,Validation
1600302,378512,5/17/2010,6408,123865,0,Validation
333374,372114,1/20/2015,6409,53824,1,Validation
886144,312385,7/10/2008,6410,70578,1,Validation
900104,312385,7/23/2008,10468,70578,1,Validation
210245,297452,4/13/2008,6414,81192,0,Validation
865818,373871,11/23/2010,6415,53835,1,Validation
310156,247320,6/12/2008,6417,177193,1,Validation
222477,230838,5/29/2007,6419,169971,1,Validation
191436,7486,3/8/2005,6420,23472,1,Validation
171171,153583,1/31/2006,6422,134350,1,Validation
102672,208451,5/16/2009,6423,165428,1,Validation
211682,208451,8/31/2007,11372,165428,1,Validation
122541,145098,12/26/2007,6424,111023,1,Validation
64251,145098,2/21/2006,16392,111023,1,Validation
59824,80109,1/15/2009,6426,105754,1,Validation
722518,16296,12/8/2008,6428,138089,1,Validation
161855,79252,9/7/2004,6429,77669,1,Validation
330794,143060,10/14/2008,6430,112370,1,Validation
1466337,397079,12/6/2009,6432,142071,0,Validation
532267,444236,1/8/2011,6434,107925,0,Validation
74059,45961,3/5/2004,6436,166035,0,Validation
133692,138275,11/4/2005,6437,37675,1,Validation
1184067,138275,5/25/2009,7046,37675,1,Validation
375411,178000,10/12/2011,6438,142290,1,Validation
362202,178000,7/23/2008,15700,142290,1,Validation
339171,263180,3/4/2011,6440,159079,1,Validation
68928,69034,8/20/2003,6442,164423,1,Validation
268464,114978,10/21/2007,6444,20791,1,Validation
1317887,405064,1/15/2010,6446,111083,1,Validation
374717,122682,3/1/2007,6447,152356,1,Validation
798070,394700,2/27/2010,6450,137339,1,Validation
27564,243902,1/9/2009,6451,134353,1,Validation
579826,201066,12/14/2010,6452,158716,1,Validation
340196,201066,12/22/2010,18515,158716,1,Validation
222783,56465,6/29/2005,17012,115040,0,Validation
86359,143809,11/20/2005,6453,118584,1,Validation
220868,153578,4/15/2006,6456,162728,0,Validation
213983,118041,5/4/2008,6457,38323,1,Validation
681041,253048,6/21/2008,6458,3418,1,Validation
474155,207679,5/12/2007,6459,79885,1,Validation
40984,18619,6/30/2007,6460,156598,1,Validation
423664,18619,1/8/2007,25000,156598,0,Validation
616152,254943,6/23/2008,6461,154790,1,Validation
558429,479742,5/30/2012,6462,166319,1,Validation
328702,205912,3/18/2008,6463,100549,1,Validation
162285,32019,2/26/2005,6464,172091,1,Validation
55018,58988,6/6/2003,6465,168212,1,Validation
53071,18789,10/24/2002,6471,3429,1,Validation
236606,182736,10/26/2006,6472,132970,1,Validation
536509,287559,6/12/2009,6473,3433,1,Validation
695076,57386,11/28/2008,6474,140795,1,Validation
107655,87401,4/30/2004,18493,174739,1,Validation
534653,236389,6/1/2008,6478,177257,1,Validation
241474,141045,12/11/2008,10866,8042,1,Validation
639411,264341,11/11/2007,6479,109088,1,Validation
61525,178530,7/23/2006,6480,96164,0,Validation
1938536,232659,8/7/2012,6484,37343,1,Validation
887863,232659,8/26/2008,10550,37343,1,Validation
1676220,496577,3/19/2013,6485,150746,1,Validation
