user_id,recipe_id,rating,u,i,is_rating_above_average
1628676,271741,5,9490,153570,1
448911,200760,5,1286,159478,1
81611,22869,3,1287,173758,0
69904,220779,3,1290,162538,0
146741,186345,5,1292,60772,1
243866,186345,5,20721,60772,1
650373,120196,0,1294,176029,0
244913,58066,3,1296,154653,0
630318,260903,5,1299,174874,1
1052873,494101,5,1300,177769,1
168462,308241,5,1304,178148,1
170271,210161,3,1305,172197,0
1283421,391785,4,1306,168428,1
271119,145549,5,1308,164648,1
723491,15209,5,1310,156417,1
768039,336239,5,1311,177730,1
391666,78631,5,1314,150218,1
494867,501322,5,1316,177597,1
1806667,430718,5,1317,174188,1
80778,102676,5,1318,147922,1
66549,397712,5,1322,175253,1
299608,207349,5,1324,172615,1
338539,374176,4,1325,172922,1
478260,115978,5,1326,166513,1
412847,218468,5,1328,165405,1
115065,65165,4,1329,130157,1
1302255,263568,5,1332,137443,1
353379,189035,4,1333,171529,1
1269015,260305,4,1336,175190,1
772128,97608,0,1338,123217,0
279952,183290,5,1340,122835,1
1870301,230377,3,1341,76797,0
62562,210912,5,1342,175799,1
303427,103194,5,1344,175815,1
727055,328606,5,1346,176810,1
65634,43491,5,1348,152288,1
463845,81084,5,1350,172122,1
1609858,190229,3,1351,177912,0
1227563,39621,5,1352,150198,1
122235,83802,4,1353,171089,1
463858,243594,4,1355,175386,1
932192,392122,5,1358,157288,1
196038,77140,4,1359,171038,1
49163,441758,0,1362,155529,0
1152761,162224,5,1365,136698,1
43005,24206,4,1370,45739,1
68727,53640,4,1373,147013,1
119422,113005,3,1375,177879,0
21399,44021,3,1376,128848,0
706608,304549,3,1379,175415,0
233738,117716,5,1380,7595,1
49542,252482,4,1381,175036,1
222139,160718,5,1382,174855,1
27416,72988,5,1386,174463,1
185446,482831,5,1390,176904,1
199213,293712,5,1391,172896,1
476143,11925,5,1396,162598,1
437974,277396,5,1400,119984,1
164674,252947,5,1401,125654,1
134124,121904,5,1402,59469,1
818606,235685,4,1404,74931,1
904483,309978,0,1409,168876,0
452921,191403,5,1414,161360,1
1271713,354318,5,1415,150968,1
1049139,282282,3,1416,161704,0
39864,45138,4,1421,136739,1
180956,311595,5,1422,92781,1
126272,81393,3,1423,169614,0
9580,48071,5,1424,176771,1
207907,184069,5,1426,166084,1
443203,208704,5,1428,6871,1
151638,90345,3,1429,132661,0
420968,183266,4,1430,142609,1
1617537,387009,4,1432,170729,1
1620171,464380,5,1438,176339,1
1706426,394794,5,1443,177800,1
804550,320980,5,1444,177763,1
51756,296310,5,1450,120064,1
316094,325954,5,1453,172793,1
56670,62097,5,1455,140022,1
96995,55541,5,1457,113604,1
358836,205068,4,1461,174798,1
111520,229578,4,1462,178243,1
333017,409805,5,1463,178131,1
622025,359970,0,6746,145993,0
1108749,353819,5,1464,166468,1
587978,426489,5,1468,164753,1
463763,259207,0,1469,165160,0
412147,358418,5,1470,166546,1
415204,154007,5,1473,175821,1
177440,74920,5,1477,169807,1
651118,216742,4,1478,175979,1
1604084,422931,5,1485,134016,1
432411,327241,5,1488,66249,1
60231,64584,5,1493,174966,1
114027,315739,4,1495,177825,1
26278,53719,5,1496,176463,1
75846,66946,5,1497,124303,1
50445,65215,4,1498,104211,1
72489,131368,5,1499,170058,1
289443,131368,5,13722,170058,1
779699,367136,5,1502,175706,1
491437,266587,3,1505,171332,0
365191,446028,4,1507,37955,1
26451,352923,3,1510,168225,0
343262,474598,0,1511,173674,0
47175,235120,5,1512,177709,1
196156,85642,5,1514,166285,1
23960,74310,5,23998,92256,1
174991,203983,5,1523,172470,1
507160,254391,0,1525,175809,0
1269180,257796,4,1526,178264,1
185293,133896,4,1529,160148,1
290985,334186,5,1531,68004,1
559283,158530,5,1534,165651,1
173880,283256,5,1535,176765,1
801264,163491,5,1537,170815,1
117438,86629,5,1539,177424,1
164890,150183,2,1541,176776,0
478175,59797,5,1545,173774,1
698495,179679,5,1549,154599,1
1813203,434273,4,1556,83540,1
140008,393064,4,1557,177215,1
97901,135726,4,1558,178240,1
134289,47004,5,1560,148656,1
175985,416584,4,1561,165707,1
74342,316715,4,1563,165636,1
841067,151186,1,3717,144907,0
528468,235833,5,1564,164011,1
14144,95235,3,12300,163620,0
678857,315513,4,1565,169826,1
149043,59484,5,1566,168216,1
71460,19780,5,1567,125774,1
605921,211414,2,1568,174766,0
57042,376593,4,1569,175933,1
219318,188756,4,1573,176155,1
100026,130320,5,1574,157762,1
795588,288653,5,1577,177177,1
449500,287078,5,1579,69562,1
1084164,10536,4,1580,140900,1
831114,342128,4,1581,156906,1
2210022,4915,5,1585,97722,1
29268,193726,5,1586,145588,1
600761,357886,4,1588,170209,1
306951,502049,5,1592,162024,1
439174,417127,5,1593,70359,1
159398,288142,4,1594,152037,1
125458,125203,5,1595,175005,1
326183,139868,5,1596,128020,1
332211,176208,5,1597,176981,1
144897,256321,4,1598,156497,1
143917,406932,4,1601,155061,1
148894,157843,2,1602,113549,0
129333,87112,4,1604,173426,1
271503,87112,5,21382,173426,1
392858,249185,5,1605,90400,1
329251,21949,5,1606,155079,1
528617,331834,5,1608,114416,1
283021,112258,4,1609,95223,1
32772,68840,5,1611,177503,1
315084,248331,5,1612,172802,1
245301,55505,4,1613,99602,1
546021,102356,4,1614,130057,1
212609,389794,4,1618,175756,1
28087,319069,5,1619,175794,1
29956,57931,4,1623,175222,1
43216,47970,5,1624,163158,1
82367,51835,5,1625,169769,1
24386,85310,5,1626,177337,1
22655,204617,2,1628,131121,0
93132,28984,3,1629,133377,0
290298,462380,5,1635,175531,1
402559,349887,5,1637,175903,1
364143,8178,5,1639,126879,1
467148,251946,4,1647,176983,1
474993,255773,0,1648,121467,0
1020416,381764,5,1649,132494,1
769890,378506,3,1650,119382,0
362546,174072,4,1653,123484,1
393305,174072,4,15635,123484,1
851146,190971,4,1656,170351,1
879350,380549,5,1657,103364,1
931663,386610,5,1658,125521,1
976718,97749,5,1660,111302,1
229052,253419,5,1663,178253,1
374662,253419,5,18509,178253,1
82227,461735,5,1664,144224,1
1526343,436954,5,1667,128901,1
21487,15694,5,1668,157556,1
60221,48152,5,1670,175112,1
647466,182966,2,1671,122159,0
25784,24416,3,1672,161769,0
44642,156269,5,1673,177626,1
41706,418151,4,1675,171109,1
37183,48993,5,1676,105451,1
121354,483689,4,1678,140078,1
148323,241389,4,1679,163005,1
370315,332631,3,1681,174258,0
360437,274740,5,1682,177946,1
98170,51397,4,1684,116598,1
91453,75980,5,1685,155334,1
87023,23112,4,1688,177329,1
1193707,295430,2,1689,171259,0
26652,73577,5,1690,158994,1
452606,112929,5,1691,172088,1
182010,59886,5,1692,177938,1
1221917,20311,5,1696,166057,1
31460,20260,4,1698,132701,1
42429,20260,5,17788,132701,1
117396,92353,5,1702,163556,1
763492,288160,5,10354,157796,1
736554,142145,5,1703,173207,1
2597942,292223,4,1704,177407,1
26075,265212,5,1706,158983,1
170159,22413,2,11245,169439,0
27783,258268,5,1709,177321,1
28671,18126,3,1710,170621,0
34687,21717,4,1711,89571,1
66899,53252,3,1721,175003,0
561759,285087,5,19979,93549,1
192972,142824,4,1725,152047,1
720912,454426,0,1730,173625,0
91317,50720,3,1733,170971,0
452045,78728,5,1734,27505,1
211960,113258,5,1735,82146,1
464735,113258,4,3807,82146,1
64667,266655,5,1736,175012,1
143318,260864,4,1737,177184,1
353659,242225,5,1741,166158,1
455010,237002,5,1743,166606,1
283773,105529,3,1744,143181,0
731905,223762,4,1746,79216,1
1113965,18558,5,6120,126050,1
681864,314715,5,1749,149975,1
496803,401369,4,1751,177526,1
274139,144888,4,1752,174332,1
576273,212813,5,1755,175698,1
749060,344999,4,1761,158649,1
644902,142990,4,1763,175161,1
164610,222896,5,1764,175897,1
486888,226022,4,1770,157074,1
2867615,158666,5,10705,79153,1
174722,362602,5,1771,107855,1
356127,110894,5,1772,177030,1
1676,136683,5,1775,159319,1
104600,116411,5,1776,173181,1
64682,50636,5,1777,156116,1
168581,60393,5,1778,138621,1
226892,134573,5,1780,173439,1
186071,136019,3,1782,149322,0
361170,66143,4,1784,65157,1
52037,301469,5,1785,76011,1
153188,89263,5,1790,173882,1
50141,199742,5,1791,170598,1
719083,299163,5,1795,177750,1
609933,257029,5,1798,140546,1
1029096,20405,4,1801,104053,1
55785,20405,5,7711,104053,1
136438,20405,5,20330,104053,1
481060,120299,4,1802,132398,1
1415433,394607,5,1803,129542,1
906665,154622,3,1804,160909,0
376986,224467,1,1806,155025,0
110135,22805,5,1812,172517,1
226372,188669,5,1813,169232,1
128945,242753,5,1814,167190,1
328909,127729,3,1816,165755,0
58404,20276,4,1817,131226,1
170747,20276,5,17553,131226,1
1751843,326439,5,1818,155228,1
394592,428698,5,1819,173161,1
302905,76999,5,1820,83927,1
268501,74304,3,1821,170960,0
76951,261785,5,1822,176722,1
936601,462297,5,1824,175563,1
1378827,229852,0,1825,139805,0
22642,43073,0,1826,172863,0
214008,200225,5,1827,176434,1
513230,390917,4,1828,174558,1
169750,325837,4,1829,84932,1
1800137054,269178,5,1830,65290,1
13796,116817,5,1831,177827,1
192264,179893,5,1832,176450,1
594620,454867,5,1833,176685,1
797486,236725,5,1835,170916,1
204116,338026,0,1837,128733,0
461724,252966,3,1838,175287,0
55655,77126,4,1839,167748,1
1163252,43700,5,1840,31506,1
571308,254821,5,1842,177485,1
169443,199639,5,1846,136627,1
295704,175916,5,1849,165982,1
253974,160187,5,1853,177273,1
161282,36348,5,1855,156426,1
312455,80179,5,1856,170641,1
568297,263460,5,1857,158123,1
517144,236696,5,1859,165764,1
1360121,390339,5,1860,162986,1
249519,176709,5,1861,171179,1
302293,176709,4,22917,171179,1
355702,194776,5,1862,151864,1
289680,155817,5,1863,175165,1
138174,443837,5,1864,164722,1
220023,256473,5,1866,115066,1
544202,223905,5,1868,88086,1
281257,223905,5,19625,88086,1
291568,177937,0,1870,155868,0
26584,38826,3,1871,131617,0
57500,199416,5,1872,128781,1
248287,398515,5,1873,164638,1
176574,68220,5,1874,128288,1
243224,144542,5,1876,117688,1
217867,113799,4,1880,156159,1
31436,18432,0,3304,121165,0
456384,266681,4,1887,168289,1
254909,256120,5,1888,174226,1
262200,23927,5,1890,156612,1
210847,19230,5,1895,108956,1
324677,107264,5,1896,167358,1
512309,299902,5,1898,171541,1
509259,464878,5,1900,150281,1
175100,67301,5,1901,161973,1
1405736,277614,5,1912,37550,1
808063,386207,4,1915,110969,1
1328641,103824,5,1920,167144,1
337657,103824,5,11638,167144,1
2530018,174240,5,1922,85597,1
362919,241581,5,1924,172578,1
311003,278135,4,1925,177865,1
233583,36978,5,1926,177875,1
489552,369185,4,1928,176086,1
77458,329881,5,1929,173510,1
379033,368220,5,1930,172402,1
37036,221894,5,1931,167465,1
15851,28732,5,1932,177622,1
83400,107846,5,1934,173557,1
110210,220138,4,1936,62050,1
53378,24319,5,1941,175599,1
60288,85268,3,1944,168368,0
58892,40472,5,1945,176866,1
524379,251778,1,1946,177493,0
65573,252362,5,1949,167857,1
193516,29556,5,1950,173412,1
250621,136872,5,11756,44317,1
451301,200375,5,1953,163656,1
273406,127271,0,1954,128040,0
464327,141846,5,1956,175090,1
214988,291831,5,1961,127793,1
59163,444176,0,1963,140980,0
909467,444176,0,7778,140980,0
855347,444176,5,15328,140980,1
437772,198560,5,11910,9427,1
492434,236523,4,1965,169618,1
528049,236523,5,8790,169618,1
1335425,353821,4,1974,9718,1
885594,432439,4,1976,174476,1
475218,316283,5,1977,142103,1
512461,396395,4,1978,163442,1
210473,464680,4,1982,169625,1
223714,18805,4,12788,152933,1
40533,52731,4,1983,158978,1
328542,473275,5,1985,153347,1
462571,217508,5,1986,132283,1
496829,422296,5,1988,164431,1
415907,287670,3,1989,98154,0
86512,261481,5,1996,177488,1
280508,47990,5,21336,39148,1
135870,34408,5,2005,69119,1
169815,77607,2,2007,172611,0
31611,101544,5,2008,113055,1
102299,49324,5,2009,134478,1
210406,396042,5,2011,157963,1
146047,89064,5,2013,170787,1
185684,297804,5,2016,168441,1
254446,41257,2,2018,150937,0
252316,74882,5,2019,164050,1
197155,256235,3,12197,84278,0
295705,277586,0,2021,168256,0
309751,77343,5,2022,152434,1
189579,12109,5,2024,139023,1
909166,210732,5,16070,126310,1
290578,113416,4,2027,163542,1
520150,109812,5,2031,175077,1
2000822181,109812,5,18129,175077,1
395355,180504,4,2038,121719,1
774665,318293,5,2042,178070,1
983969,318293,5,15456,178070,1
35106,109483,4,2043,170687,1
40924,25888,4,7979,8483,1
399657,69536,5,2046,100446,1
196470,48212,4,2047,98157,1
877111,226189,5,2050,38404,1
2000047564,226189,5,16346,38404,1
260911,505464,5,2052,83959,1
167046,281013,0,2055,59977,0
723134,281013,0,23567,59977,0
644191,218082,5,2059,168104,1
437587,325799,5,2061,153346,1
52317,231836,5,2063,176554,1
496800,231836,5,23695,176554,1
578914,440221,4,2066,172996,1
2365452,327770,5,23866,135296,1
92796,187987,3,2072,171610,0
463202,289651,4,2074,172320,1
468146,288518,1,2075,167858,0
552864,213644,5,2076,176982,1
358796,155770,4,2077,175150,1
767215,511966,5,2080,170728,1
2193767,304622,5,2081,43011,1
224367,124746,4,2083,90164,1
29783,317804,5,2084,141132,1
248602,27663,4,2085,163311,1
354135,326620,5,2086,108328,1
854759,133262,5,2087,149457,1
424008,90535,5,2088,169030,1
217634,119628,5,2090,110323,1
309630,284639,4,2091,175037,1
1376597,368787,4,2092,156780,1
175827,164199,5,2093,161842,1
144204,184212,5,2096,175870,1
85730,416134,5,2103,77618,1
241601,125252,4,2104,127871,1
36944,47339,4,2106,173016,1
1007529,398453,5,23889,143916,1
216320,159670,4,2110,176887,1
34645,198715,5,11234,52092,1
1677099,437210,3,2114,178150,0
969623,454241,5,2115,121937,1
195137,112986,3,2116,162270,0
755277,342191,5,2120,103658,1
376189,445671,5,2122,171524,1
909692,47547,5,2123,147394,1
526166,47547,5,23145,147394,1
523286,203343,0,2125,161752,0
1404393,64869,4,2126,129099,1
375796,64869,4,21967,129099,1
1794630,166822,5,2128,155240,1
31420,111214,5,2133,155491,1
366914,388586,5,2135,173445,1
1187622,206973,5,2138,132933,1
1837312,340402,5,2139,13003,1
978876,276728,3,2140,177286,0
1454129,255348,5,2141,37432,1
745868,279601,5,2143,176827,1
185926,212886,5,2144,149255,1
742029,343326,5,2145,176059,1
242729,328180,4,2147,177494,1
384442,146610,3,2148,169633,0
275207,217561,4,2149,161393,1
199198,157862,5,2150,177832,1
